gene_symbol	full_name	synonym	product	description	GeneID/Location	reference	PMID	DOI	status
MpWRKY2	MpWRKY2		transcription factor, WRKY		Mapoly0008s0159.1; Mp8g10640.1				Public
MpWRKY3	MpWRKY3		transcription factor, WRKY		Mapoly0027s0069.1; Mp5g05560.1				Public
MpWRKY4	MpWRKY4		transcription factor, WRKY		Mapoly0031s0170.1; Mp2g05160.1				Public
MpWRKY5	MpWRKY5		transcription factor, WRKY		Mapoly0036s0129.1; Mp1g08890.1				Public
MpWRKY6	MpWRKY6		transcription factor, WRKY		Mapoly0036s0136.1; Mp1g08960.1				Public
MpWRKY7	MpWRKY7		transcription factor, WRKY		Mapoly0039s0030.1; Mp3g17660.1				Public
MpWRKY8	MpWRKY8		transcription factor, WRKY		Mapoly0040s0116.1; Mp2g20960.1				Public
MpWRKY9	MpWRKY9		transcription factor, WRKY		Mapoly0051s0057.1; Mp7g17200.1				Public
MpYKT6	YKT6		Ortholog of Arabidopsis YKT6 genes	The transcript is detected in thalli, antheridiophores, archegoniophores, and sporelings.	Mapoly0127s0017; Mp5g07670	Kanazawa et al. Plant Cell Physiol. 2015 Epub ahead of print. PMID: 26019268			Published
MpYUC1	YUCCA1		enzyme, auxin biosynthesis	Genome paper YUC1: Mapoly0127s0005/Mp5g07790, YUC2: Mapoly0063s0040/Mp8g08780, YUC3: Mapoly0048s0052/Mp5g10210, YUC4: Mapoly0010s0220/Mp5g22370, YUC5: Mapoly1575s0001/Mp5g22330	Mapoly0127s0005; Mp5g07790				Public
MpYUC2	YUCCA2		enzyme, auxin biosynthesis	Genome paper YUC1: Mapoly0127s0005/Mp5g07790, YUC2: Mapoly0063s0040/Mp8g08780, YUC3: Mapoly0048s0052/Mp5g10210, YUC4: Mapoly0010s0220/Mp5g22370, YUC5: Mapoly1575s0001/Mp5g22330	Mapoly0063s0040; Mp8g08780				Public
MpYUC3	YUCCA3		enzyme, auxin biosynthesis	Genome paper YUC1: Mapoly0127s0005/Mp5g07790, YUC2: Mapoly0063s0040/Mp8g08780, YUC3: Mapoly0048s0052/Mp5g10210, YUC4: Mapoly0010s0220/Mp5g22370, YUC5: Mapoly1575s0001/Mp5g22330	Mapoly0048s0052; Mp5g10210				Public
MpYUC4	YUCCA4		enzyme, auxin biosynthesis	Genome paper YUC1: Mapoly0127s0005/Mp5g07790, YUC2: Mapoly0063s0040/Mp8g08780, YUC3: Mapoly0048s0052/Mp5g10210, YUC4: Mapoly0010s0220/Mp5g22370, YUC5: Mapoly1575s0001/Mp5g22330	Mapoly0010s0220; Mp5g22370				Public
MpYUC5	YUCCA5		enzyme, auxin biosynthesis	Genome paper YUC1: Mapoly0127s0005/Mp5g07790, YUC2: Mapoly0063s0040/Mp8g08780, YUC3: Mapoly0048s0052/Mp5g10210, YUC4: Mapoly0010s0220/Mp5g22370, YUC5: Mapoly1575s0001/Mp5g22330	Mapoly1575s0001; Mp5g22330				Public
MpFGMYB	FEMALE GAMETOPHYTE-SPECIFIC MYB	MpR2R3-MYB10	FEMALE GAMETOPHYTE-SPECIFIC MYB		Mapoly0001s0061; Mp1g17210	Hisanaga, Okahashi et. al, EMBO J. 38:e100240 (2019)	30609993	10.15252/embj.2018100240	Published
MpMET	MpMET		DNA methyltransferase		Mapoly0038s0027; Mp6g18180	Bowman et al. Cell. 2017 ;171(2):287-304	28985561		Published
MpCMTa	MpCMTa		CHROMOMETHYLASE, DNA (cytosine-5-)-methyltransferase		Mapoly0060s0056; Mp6g08650	Bowman et al. Cell. 2017 ;171(2):287-304	28985561		Published
MpCMTb	MpCMTb		CHROMOMETHYLASE, DNA (cytosine-5-)-methyltransferase		Mapoly0091s0051; Mp6g21040	Bowman et al. Cell. 2017 ;171(2):287-304	28985561		Published
MpDRMb	MpDRMb		DOMAINS REARRANGED METHYLASE, DNA (cytosine-5-)-methyltransferase		Mapoly0109s0015; Mp2g16740	Bowman et al. Cell. 2017 ;171(2):287-304	28985561		Published
MpDRMa	MpDRMa		DOMAINS REARRANGED METHYLASE, DNA (cytosine-5-)-methyltransferase		Mapoly0103s0053; Mp1g00340	Bowman et al. Cell. 2017 ;171(2):287-304	28985561		Published
MpROS1a	MpROS1a		DNA demethylase, DNA glycosylase/lyase		Mapoly0005s0045; Mp1g05620	Bowman et al. Cell. 2017 ;171(2):287-304	28985561		Published
MpROS1x	MpROS1x		DNA demethylase, DNA glycosylase/lyase		Mapoly0018s0032	Bowman et al. Cell. 2017 ;171(2):287-304	28985561		Published
MpHP	histidine-containing phosphotransfer protein		histidine-containing phosphotransfer protein		Mapoly0091s0072; Mp6g20830	Aki et al. Plant Cell Physiol. 60(8):1842-1854 (2019).	31135032	10.1093/pcp/pcz100.	Published
MpCKX2	cytokinin oxidase 2		cytokinin oxidase		Mapoly0093s0012; Mp5g10910	Aki et al. Plant Cell Physiol. 60(8):1842-1854 (2019).	31135032	10.1093/pcp/pcz100.	Published
MpMPK1	MITOGEN-ACTIVATED PROTEIN KINASE 1		Mitogen-activated protein kinase		Mapoly0015s0179; Mp2g08950	Bowman et al. 2017. Cell 171(2): 287-304.e215.			Published
MpMPK2	MITOGEN-ACTIVATED PROTEIN KINASE 2		Mitogen-activated protein kinase		Mapoly0091s0015; Mp6g21400	Bowman et al. 2017. Cell 171(2): 287-304.e215.	28985561	10.1016/j.cell.2017.09.030	Published
MpCCC1	Cation-Chloride-Cotransporter 1		Cation-Chloride-Cotransporter		Mapoly0050s0083.1; Mp3g12910.1	Plant Cation-Chloride Cotransporters (CCC): Evolutionary Origins and Functional Insights., Int. J. Mol. Sci. 2018, 19, 492	29415511; PMC5855714 	doi:10.3390/ijms19020492	Published
MpCCC2	Cation-Chloride-Cotransporter 2		Cation-Chloride-Cotransporter		Mapoly0078s0036.1; Mp5g00360.1	Plant Cation-Chloride Cotransporters (CCC): Evolutionary Origins and Functional Insights., Int. J. Mol. Sci. 2018, 19, 492	29415511; PMC5855714 	doi:10.3390/ijms19020492	Published
MpSLAC1	SLOW ANION CHANNEL-ASSOCIATED 1		S-type anion channel 		Mapoly0073s0030; Mp5g19130	Lind et al. Current Biology. 25(7):928-35 (2015).	25802151	10.1016/j.cub.2015.01.067	Published
MpSLAC2	SLOW ANION CHANNEL-ASSOCIATED 2		S-type anion channel		Mapoly0073s0098; Mp5g18420	Sussmilch et. al., New Phytologist. Early View (2018).	30444541	10.1111/nph.15593	Published
MpALMT1	ALUMINIUM-ACTIVATED MALATE TRANSPORTER 1		ALMT channel		Mapoly0100s0061; Mp3g25480	Sussmilch et. al., New Phytologist. Early View (2018).	30444541	10.1111/nph.15593	Published
MpALMT2	ALUMINIUM-ACTIVATED MALATE TRANSPORTER 2		ALMT channel		Mapoly0007s0172; Mp3g01810	Sussmilch et. al., New Phytologist. Early View (2018).	30444541	10.1111/nph.15593	Published
MpALMT3	ALUMINIUM-ACTIVATED MALATE TRANSPORTER 3		ALMT channel		Mapoly0057s0111; Mp7g05600	Sussmilch et. al., New Phytologist. Early View (2018).	30444541	10.1111/nph.15593	Published
MpALMT4	ALUMINIUM-ACTIVATED MALATE TRANSPORTER 4		ALMT channel		Mapoly0070s0016; Mp4g14650	Sussmilch et. al., New Phytologist. Early View (2018).	30444541	10.1111/nph.15593	Published
MpBK1	BIG K+ 1		BK channel		Mapoly0007s0089; Mp3g00930	Sussmilch et. al. New Phytologist. Early View (2018).	30444541	10.1111/nph.15593	Published
MpBK2A	BIG K+ 2A		BK channel		Mapoly0003s0221; Mp7g12080	Sussmilch et. al., New Phytologist. Early View (2018).	30444541	10.1111/nph.15593	Published
MpBK2B	BIG K+ 2B		BK channel		Mapoly0159s0025; Mp3g20950	Sussmilch et. al., New Phytologist. Early View (2018).	30444541	10.1111/nph.15593	Published
MpAKT1	Active K+ Channel Transporter-1		Shaker potassium channel		Mapoly0010s0181; Mp5g22750	Sussmilch et. al., New Phytologist. Early View (2018).	30444541	10.1111/nph.15593	Published
MpORK	OUTWARD-RECTIFYING K+ CHANNEL		Shaker potassium channel		Mapoly0031s0150; Mp2g04950	Sussmilch et. al., New Phytologist. Early View (2018).	30444541	10.1111/nph.15593	Published
MpELO2	fatty acid elongase		delta5-fatty acid elongase			Kajikawa et al. FEBS Lett. 580,149-54 (2006).	16359669	10.1016/j.febslet.2005.11.065	Public
MpPRAF	PHOTOSYNTHESIS-RELATED RAF		Raf-like protein kinase, subfamily B4		Mapoly0013s0150; Mp8g06400	Koide et al. (2020) Plant Cell Physiol. 61: 631-643	31851335		Published
MpPGM1	PHOSPHOGLUCOMUTASE 1		Plastidic phosphoglucomutase		Mapoly0202s0014; Mp4g13750	Koide et al. (2020) Plant Cell Physiol. 61: 631-643.	31851335		Published
MpCHK1	histidine kinase receptors 1		cytokinin receptor		Mapoly0075s0066; Mp2g03050	Aki et al. Plant Cell Physiol. 60(8):1842-1854 (2019).	31135032	10.1093/pcp/pcz100.	Published
MpCHK2	histidine kinase receptors 2		cytokinin receptor		Mapoly0104s0036; Mp6g00310	Aki et al. Plant Cell Physiol. 60(8):1842-1854 (2019).	31135032	10.1093/pcp/pcz100.	Published
MpROXY1	MpROXY1	MpR1; MpGRXC5	CC-type GRX	CC-type GRX; ROXY; TRX-fold family protein	Mapoly0048s0012; Mp5g10600	Gutsche et al., Plant Direct Dec 14;1(6):e00030 (2017)	PMC6508501	10.1002/pld3.30	Public
MpTGA	MpTGA	MpbZIP8	TGA transcription factor		Mapoly0026s0039; Mp2g13330	Gutsche et al., Plant Direct Dec 14;1(6):e00030 (2017)	PMC6508501	10.1002/pld3.30	Public
MpROXY2	MpROXY2	GRXC6; MpR2	glutaredoxin (GRX)	CC-type GRX; ROXY; TRX-fold family protein	Mapoly0059s0028; Mp6g13210	Gutsche et al., Plant Direct Dec 14;1(6):e00030 (2017)	PMC6508501	10.1002/pld3.30	Public
MpLOS1	LATERAL ORGAN SUPPRESOR 1		ALOG protein		Mapoly0028s0118; Mp2g00330	Naramoto et al. PLoS Biol. 17(12): e3000560 (2019)	31815938; 32052256	10.1371/journal.pbio.3000560; 10.1007/s10265-020-01171-6	Published
MpLOS2	LATERAL ORGAN SUPPRESOR 2		ALOG protein		Mapoly0221s0004.1; Mp2g24600	Naramoto et al. PLoS Biol. 17(12): e3000560 (2019)	31815938; 32052256	10.1371/journal.pbio.3000560; 10.1007/s10265-020-01171-6	Published
MpFRH1	FEW RHIZOIDS 1		miRNA		Mapoly0043s0036; Mp1g06440	Honkanen et al. Elife 7:e38529 (2018).	30136925	10.7554/eLife.38529	Published
MpLRL	Lotus japonicus ROOTHAIRLESS LIKE	MpBHLH43	LRL class bHLH		Mapoly0502s0001; Mpzg01410	Breuninger et al. Curr. Biol. 26:1622-1628 (2016).	27265398	10.1016/j.cub.2016.04.060	Published
MpNEK	Never in mitosis A-related kinase		NEK		Mapoly0027s0176; Mp5g04500	Otani et al. Development 145(5):dev154617 (2018).	29440300	10.1242/dev.154617	Published
MpWIP	WIP	MpIDDL6	WIP zinc-finger protein		Mapoly0096s0050; Mp1g09500	Jones and Dolan Development 144(8):1472-1476 (2017).	28174248	10.1242/dev.144287	Published
MpKAR	KARAPPO		RopGEF		Mapoly0171s0028; Mp5g06550	Hiwatashi et al. Curr. Biol. 29(20):3525-3531 (2019).	31607537	10.1016/j.cub.2019.08.071	Published
MpROP	ROP		ROP GTPase		Mapoly0051s0092; Mp7g17540	Hiwatashi et al. Curr. Biol. 29(20):3525-3531 (2019).	31607537	10.1016/j.cub.2019.08.071	Published
MpMIR529C	MIR529c		miRNA		Mapoly0006s0020; Mp3g05470	Tsuzuki et al. Curr. Biol. 29(19):3307-3314 (2019).	31543452	10.1016/j.cub.2019.07.084	Published
MpMIR160	MIR160		miRNA		Mapoly0002s0211; Mp1g26670	Flores-Sandoval et al. New Phytol. 218(4):1612-1630 (2018)	29574879	10.1111/nph.15090	Published
MpSUK1	SUPPRESSOR OF KNOX1		long non-coding RNA		Mapoly0175s0019; Mp5g01590	Dierschke et al. bioRxiv (2020).		10.1101/2020.04.06.027821	Published
MpE(z)1	ENHANCER OF ZESTE 1	MpCXC3	E(z)1		Mapoly0084s0051; Mp5g18040	Dierschke et al. bioRxiv (2020).		10.1101/2020.04.06.027821	Published
MpE(z)2	ENHANCER OF ZESTE 2		E(z)2		Mapoly0084s0024; Mp5g17740	Dierschke et al. bioRxiv (2020).		10.1101/2020.04.06.027821	Published
MpE(z)3	ENHANCER OF ZESTE 3		E(z)3		Mapoly0010s0166; Mp5g22900	Dierschke et al. bioRxiv (2020).		10.1101/2020.04.06.027821	Published
MpUVR8	UV-B RESISTANCE LOCUS 8		UV-B photoreceptor		Mapoly0023s0125; Mp2g11590	Soriano et al. New Phytol. 217(1):151-162 (2018).; Kondou et al. Planta 249(5):1349-1364 (2019).	28892172; 30840176	10.1111/nph.14767; 10.1007/s00425-019-03090-w	Published
MpTOC1	TIMING OF CAB EXPRESSION 1		TOC1		Mapoly0085s0081; Mp3g09460	Linde et al. New Phytol. 216(2):576-590 (2017)	28244104	10.1111/nph.14487	Published
MpLUX	LUX ARRYHTHMO	MpGARP7	LUX		Mapoly0101s0068; Mp4g21220	Linde et al. New Phytol. 216(2):576-590 (2017).	28244104	10.1111/nph.14487	Published
MpRVE	REVEILLE		RVE-like		Mapoly0042s0058; Mp2g14310	Linde et al. New Phytol. 216(2):576-590 (2017).	28244104	10.1111/nph.14487	Published
MpPRR	PSEUDO-RESPONSE REGULATOR		PRR3/7		Mapoly0122s0007; Mp2g16560	Linde et al. New Phytol. 216(2):576-590 (2017).	28244104	10.1111/nph.14487	Published
MpBPCU	MpBPCU	MpBPC1	transcription factor, BBR/BPC	U-linked	Mapoly0018s0011.1				Public
MpBPCV	MpBPCV	MpBPC2	transcription factor, BBR/BPC	V-linked	MapolyY_B0017; MpVg00350				Public
MpDNMT3a	DNA cytosine-5-methyltransferase 3a		C-5 cytosine-specific DNA methylase		Mp1g06290	Walker et al. bioRxiv 2021.02.12.428880		https://doi.org/10.1101/2021.02.12.428880	Published
MpDNMT3b	DNA cytosine-5-methyltransferase 3b		C-5 cytosine-specific DNA methylase		Mp5g09290	Walker et al. bioRxiv 2021.02.12.428880		https://doi.org/10.1101/2021.02.12.428880	Published
MpDN4MT1a	DNA N4 CYTOSINE METHYLTRANSFERASE 1a		N-4 cytosine-specific DNA methylase		Mp6g18330	Walker et al. bioRxiv 2021.02.12.428880		https://doi.org/10.1101/2021.02.12.428880	Published
MpDN4MT1b	DNA N4 CYTOSINE METHYLTRANSFERASE 1b		N-4 cytosine-specific DNA methylase		Mp6g18340	Walker et al. bioRxiv 2021.02.12.428880		https://doi.org/10.1101/2021.02.12.428880	Published
MpSOK	MpSOSEKI		MpSOSEKI protein	DIX domain-containing protein, orthologous to Arabidopsis SOSEKI proteins	Mp5g13130	van Dop et al. Cell 80(3):427-439 (2020).	32004461	10.1016/j.cell.2020.01.011	Published
